SITE|STONE|INSCRIPTIO|READING|BY_WHOM|WHEN|TEXT|LING_NOTES|id
KLGRV|3|1|1|Macalister, R.A.S.|1945|"DEBRAN ||| IMAQI ELTI | AVIOGATOS"||KLGRV/3/1-1
KLGRV|4|1|1|Macalister, R.A.S.|1945|--]VAGNIMUCOICUNIA||KLGRV/4/1-1
KLGRV|5|1|1|Macalister, R.A.S.|1945|MAQIE[.][--||KLGRV/5/1-1
KLGRV|6|1|1|Raftery, B.|1969|--]UMAQICUMOGODUUMUCO[--||KLGRV/6/1-1
KLKEE|1|1|1|Macalister, R.A.S.|1918|MAQIR[O!][--][A!]||KLKEE/1/1-1
KLLAG|1|1|1|O'Sullivan, A.|1996|DOVATTACAV[I][--]ILEH||KLLAG/1/1-1
KLLOE|1|1|1|Macalister, R.A.S.|1945|"[..]URGRIMRIS{T}I | [..]USTHINA"||KLLOE/1/1-1
KLLOE|1|1|2|Gippert, J.|1981|"[E]URKRIMRISTI | [K]RUSEINA"||KLLOE/1/1-2
KLLOE|1|1|3|Barnes/Hagland/Page|1997|"--]{*}UR{K}RI[.]+RISLI+ | [K]RUS{*}INA"||KLLOE/1/1-3
KLLOE|1|2|1|Macalister, R.A.S.|1945|"BENDACHT [-- | TOROQR[--"||KLLOE/1/2-1
KLLOE|1|2|2|Gippert, J.|1981|"BEANDACHT [ ] | TOROQR[--"||KLLOE/1/2-2
KLMOL|1|1|1|Macalister, R.A.S.|1945|--]NN||KLMOL/1/1-1
KLORG|1|1|1|Macalister, R.A.S.|1945|--][U!][--||KLORG/1/1-1
KLORG|1|2|1|Macalister, R.A.S.|1945|GALEOTOS||KLORG/1/2-1
KLORG|2|1|1|Macalister, R.A.S.|1945|--]MAQIRECTA||KLORG/2/1-1
KLORG|3|1|1|Macalister, R.A.S.|1945|[--]||KLORG/3/1-1
KLQAN|1|1|1|Cuppage, J.|1986|[--]||KLQAN/1/1-1
KLURL|1|1|1|Macalister, R.A.S.|1945|--]OTANIM[A]QILOSAGNI||KLURL/1/1-1
KLURL|1|1|2|O'Sullivan, A.|1996|--]OTANIM[A]QILOSAGN[.]||KLURL/1/1-2
KLURL|2|1|1|Macalister, R.A.S.|1945|[--]||KLURL/2/1-1
KLVMO|1|1|1|Macalister, R.A.S.|1945|ASSICONA||KLVMO/1/1-1
KLWER|1|1|1|Macalister, R.A.S.|1945|"UDDMENSACELI ||| NETTA ||| SLOGI"||KLWER/1/1-1
KMERY|1|1|1|Macalister/1949|1949|O~R~ARANMAINN-AEDAIN||KMERY/1/1-1
KMERY|1|2|1|Macalister/1949|1949|"+O~R~ARANMINAEDA
EN"||KMERY/1/2-1
KMERY|2|1|1|Macalister/1949|1949|O~R~ARTHUATHAL||KMERY/2/1-1
KMERY|3|1|1|Macalister/1949|1949|"--[O]~R~DOMA/EL | SECHNAILL"||KMERY/3/1-1
KMICH|1|1|1|Kermode, P.M.C.|1907|BLVSNHDTCQMGGwStRAOUEI||KMICH/1/1-1
KMICH|1|2|1|Lord Southesk|1887|MUUCOMALLAFIUAMULLGUC||KMICH/1/2-1
KMICH|1|2|2|Kermode, P.M.C.|1907|[--]||KMICH/1/2-2
KMICH|1|3|1|Kermode, P.M.C.|1907|MAL:LUMKUN:RAISTI:KRUS:ThENA:EFTER:MAL:MURU:FUSTRA:SINE:TOTIRTUFKALS:KONA:IS:AThISL:ATI+||KMICH/1/3-1
KMICH|1|3|2|Page, R.I.|1983|MAL:LYMKUN:RAISTI:KRUS:ThENA:EFTER:MAL:MURY:FUSTRA:SINE:TOTORTUFKALS:KONA:IS:AThISL:ATI+||KMICH/1/3-2
KMICH|1|4|1|Kermode, P.M.C.|1907|"[B]ETRA:ES:LAIFA:FUSTRA
:KUThAN:ThAN:SON:ILAN +"||KMICH/1/4-1
KMICH|1|4|2|Page, R.I.|1983|"[B]ETRA:ES:LAIFA:FUSTRA:KUThAN:
ThAN:SON:ILAN +"||KMICH/1/4-2
KMKDR|1|1|1|Macalister, R.A.S.|1949|D~N~[--||KMKDR/1/1-1
KMKDR|2|1|1|Macalister, R.A.S.|1949|DN~I||KMKDR/2/1-1
KMKDR|2|1|2|Cuppage|1986|DN~I||KMKDR/2/1-2
KMKDR|2|2|1|Macalister, R.A.S.|1949|"BCDEFGHIKLMN | OPQRS || TUXYZE/T"||KMKDR/2/2-1
KMKDR|2|2|2|Cuppage|1986|"BCDEFGHIKLMN | OPQRS || TUXYZE/T"||KMKDR/2/2-2
KNBOY|1|1|1|Macalister, R.A.S.|1945|--]ER[.]T[.]M[.]C[..]NETAS[....]ONAS||KNBOY/1/1-1
KNBOY|2|1|1|Macalister, R.A.S.|1945|--][RG][--][BAR]CEN[--||KNBOY/2/1-1
KNBOY|3|1|1|Macalister, R.A.S.|1945|CORB||KNBOY/3/1-1
KNBOY|4|1|1|Macalister, R.A.S.|1945|Q[.]CC[...]M[.]C[...]R[.]E[......]||KNBOY/4/1-1
KNBOY|5|1|1|Macalister, R.A.S.|1945|--]CIRMAQIMUC[--||KNBOY/5/1-1
KNBOY|6|1|1|Macalister, R.A.S.|1945|VORTIGURN||KNBOY/6/1-1
KNBOY|7|1|1|Macalister, R.A.S.|1945|"VEDABARM ||| [.Q] ||| [--]LSM | MOCOIODR ||| [--]REA"||KNBOY/7/1-1
KNBOY|8|1|1|Macalister, R.A.S.|1907|"--][E!]MOGwEDIAS ||| MAQ ||| IMUIBITI"||KNBOY/8/1-1
KNDJK|1|1|1|Thomas, C.|1994|[--S--]||KNDJK/1/1-1
KNDJK|1|1|2|Thomas, C.|1994|"--]U[.]S[.] | [--"||KNDJK/1/1-2
KNICK|1|1|1|Macalister/1945|1945|"MAQINI |||| LI"||KNICK/1/1-1
KNKLA|1|1|1|Macalister, R.A.S.|1945|"LUGUDIMAQI[L-- ||| --]D[-- ||| --]QAMOCOIDONM[A]"||KNKLA/1/1-1
KNMAH|1|1|1|Manning, C.|1989|"SENAQMA[Q^C][-- ||| --][Q^C][--]NA"||KNMAH/1/1-1
KNOUR|1|1|1|Brash, R.R.|1879|B[--]Q[--]HAGA[--]DL||KNOUR/1/1-1
KNOUR|2|1|1|Power et al.|1982|[--]||KNOUR/2/1-1
KNOUR|2|1|2|Macalister, R.A.S.|1940|"[--]IMAQI ||| [--] ||| [--]C[--]"||KNOUR/2/1-2
KNWEE|1|1|1|Macalister, R.A.S.|1945|[M]I[C]ANAVVI MAQ L[U]G[U]N[.]||KNWEE/1/1-1
KNWEE|1|1|2|McManus, D.|1991|[..]CANAVVIMAQL[--]N[--||KNWEE/1/1-2
KNWEE|2|1|1|Macalister, R.A.S.|1945|VEQI{X}A[M^B]IMAQILUGUNI||KNWEE/2/1-1
KNWEE|3|1|1|Macalister, R.A.S.|1945|GRIMIGGN[--]ICERC[.--||KNWEE/3/1-1
KNWEE|3|1|2|McManus, D.|1991|GR[I--]GN[--]CERC[--||KNWEE/3/1-2
KNWEE|4|1|1|Macalister, R.A.S.|1945|CULRIGAIMAQIMENUMAQ[--||KNWEE/4/1-1
KNWEE|5|1|1|Macalister, R.A.S.|1945|"BRANI MAQQIMU || CC || [--][R.L][--"||KNWEE/5/1-1
KNWEE|6|1|1|Macalister, R.A.S.|1945|COLLOS[--||KNWEE/6/1-1
KNWEE|6|1|2|McManus, D.|1991|COLLI||KNWEE/6/1-2
KRRIS|1|1|1|Thomas, C.|1997|"MACA[{R}I/.] | CARA{S}IMI{L}I{V}{S}"||KRRIS/1/1-1
KSAGT|1|1|1|Petrie, G.|1878|"INLOC | SOTANI | MMAIRNI TERNOHC | MACCERAN | BICERCUL | PETERAP | STEL"||KSAGT/1/1-1
KSAGT|1|1|2|Macalister, R.A.S.|1949|"INLOC | SOTANI | MMAIRNI TERNOHC | MACCERAN | BICERCUL | PETERAP | STAL"||KSAGT/1/1-2
LABAN|1|1|1|McCarthy, J. P.|1980|QUTQ||LABAN/1/1-1
LABAN|1|1|2|McCarthy, J. P.|1980|NUVN||LABAN/1/1-2
LAEL1|1|1|1|Hemp, W.J.|1923|MELITV||LAEL1/1/1-1
LAEL1|1|1|2|Macalister, R.A.S.|1945|MELITV||LAEL1/1/1-2
LAEL1|1|1|3|Nash-Williams, V.E.|1950|MELITV[S]||LAEL1/1/1-3
LAEL1|1|1|4|RCAHMW|1960|ME:LI:TV[c?]||LAEL1/1/1-4
LAEL2|1|1|1|Westwood, J.O.|1867|"AHORTVSEIMETIACO | HICIACIT"||LAEL2/1/1-1
LAEL2|1|1|2|Rhys, J.|1874|"AH^L/HORTVSEIMETIACO | HICIACET"||LAEL2/1/1-2
LAEL2|1|1|3|Cambrian Society|1877|"ALHORTVSELMETIALCO | HICIACET"||LAEL2/1/1-3
LAEL2|1|1|4|Westwood et al.|1877|"ALIORTVSELMETIACO | HICIACET"||LAEL2/1/1-4
LAEL2|1|1|5|Macalister, R.A.S.|1945|"ALIORTVSELMETIACO | HICIACET"||LAEL2/1/1-5
LAEL2|1|1|6|Nash-Williams, V.E.|1950|"ALIORTVSELMETIACO | HICIACET"||LAEL2/1/1-6
LAEL2|1|1|7|Rhys, J.|1873|"ALHORTGEIMETIACO | HICIACET"||LAEL2/1/1-7
LAEL2|1|1|8|RCAHMW|1960|"ALIORTVS:ELMETIACO | HICIACET"||LAEL2/1/1-8
LAEL2|1|1|9|Westwood, J.O.|1876|"AHORTVSEIMETIACO | HICIACET"||LAEL2/1/1-9
LAMOG|1|1|1|Macalister/1945|1945|"SEVERRIT |||[--] ||| TTAIS"||LAMOG/1/1-1
LAMOG|2|1|1|Macalister/1945|1945|"DOVATUCI[A]V ||| I ||| TULOTANAGIA"||LAMOG/2/1-1
LANEY|1|1|1|RCAHMW|1917|"+MERCI ET [GRA]CE MO[RE]DIC | ELMON[F]ECIT H:C CRUCEM"||LANEY/1/1-1
LANEY|1|1|2|Macalister, R.A.S.|1949|"MERCI ET G[RA]CE MOREDIC | ELMON [F]ECIT H:C CR[U]CEM"||LANEY/1/1-2
LANEY|1|1|3|Nash-Williams,, V.E.|1950|"+MERCI ET GRACE MO[RE]DIC | ELMON [F]ECIT H:C CRUCEM"||LANEY/1/1-3
LARON|1|1|1|Forsyth, K.,|1996|DU[N]NODNN{A}TM{*}QQNET[U][--||LARON/1/1-1
LARTH|1|1|1|Macalister|1922|[.R.N.L.G.]S||LARTH/1/1-1
LARTH|1|1|2|Nash-Williams|1950|[--]||LARTH/1/1-2
LARTH|1|1|3|Rhys|1873|C||LARTH/1/1-3
LARTH|1|2|1|Macalister|1922|G[URHIS]T||LARTH/1/2-1
LARTH|1|2|2|Nash-Williams|1950|G[URHIR]T||LARTH/1/2-2
LARTH|1|2|3|Rhys|1873|GURHIR[.]T||LARTH/1/2-3
LBABO|1|1|1|Macalister, R.A.S.,|1945|E/T/TORIGIH[ICIACE^IT]||LBABO/1/1-1
LBABO|1|1|2|Nash-Williams, V.E.,|1950|E/T/TORIGIH[ICIACIT]||LBABO/1/1-2
LBOID|1|1|1|Morris, L.|1742|"ECHAD{I} | FI[--]ITOCUS"||LBOID/1/1-1
LBOID|1|1|2|Macalister, R.A.S.|1945|"ECHAD{I} | FI[-]I+OCUS"||LBOID/1/1-2
LBOID|2|1|1|Morris, L.|1742|"MAVOHE{N}I | FIL{I}LU{N}AR{I} | HCCOD{I}FUS"||LBOID/2/1-1
LBOID|2|1|2|Rhys, J.|1875|"MAVOH[--] | FIL{I}LU{N}AR | H{I}COCC{I}"||LBOID/2/1-2
LBOID|2|1|3|Macalister, R.A.S.|1945|"MAVOHEN{I} | FIL{I}LUNAR{I} | H{I}COCC{I}FUS"||LBOID/2/1-3
LBOID|2|1|4|Nash-Williams, V.E.|1950|"MAVOHEN{I} | FIL{I}LUNAR[C] | H{I}COCC{I}"||LBOID/2/1-4
LBOID|3|1|1|Rhys, J.|1875|--]TUM[--||LBOID/3/1-1
LCARF|1|1|1|Macalister, R.A.S.|1945|"*DV{N}OC{A}T{I}HICI{A}CIT | F/ILIMERC{A}GN{I}"||LCARF/1/1-1
LCARF|1|1|2|Okasha, E.|1984|"DV{N}O[.]{A}T{I}HICI{A}CIT | F/ILIME[.]C{A}GN{I}"||LCARF/1/1-2
LCARF|1|1|3|Thomas, C.|1994|"DV{N}OC{A}T{I}HICI{A}CIT | F/ILIME{S}C{A}GN{I}"||LCARF/1/1-3
LCRFN|1|1|1|Nash-Williams, V.E.|1950|"[--] | || --]MSCEP[T--P]S[--"||LCRFN/1/1-1
LCRFN|1|1|2|RCAHMW|1973|--]MSCEP[I--]P[...]SES:C[--||LCRFN/1/1-2
LCRFN|1|1|3|Westwood, J.O.|1879|"D | || X{*}:STER"||LCRFN/1/1-3
LCURN|1|1|1|Macalister, R.A.S.|1949|"{*} | IH~S~ XP~S | {*}"||LCURN/1/1-1
LCURN|1|2|1|Macalister|1949|"BENNACHTF~ANMAIN | || ANMACHADA"||LCURN/1/2-1
LCURN|2|1|1|Macalister|1949|+BENNACHTF~ANMAINGILLEINCHOMDEDIBUICINEADBURRICIARRAIDI||LCURN/2/1-1
LCURN|2|2|1|Macalister|1949|IH~S~ XPS||LCURN/2/2-1
LCURN|2|3|1|Macalister|1949|MARIA||LCURN/2/3-1
LDDEW|1|1|1|Macalister, R.A.S.|1945|WUMERE||LDDEW/1/1-1
LDDEW|1|1|2|Macalister, R.A.S.|1945|WILMERE||LDDEW/1/1-2
LDDEW|1|1|3|Macalister, R.A.S.|1945|W/ALMERE||LDDEW/1/1-3
LDDEW|1|1|4|Nash-Williams, V.E.|1950|WLIGUE||LDDEW/1/1-4
LDDTY|1|1|1|Westwood, J.O.|1876|"+GURDON | {S}ACRE{D}O{S}"||LDDTY/1/1-1
LDDTY|1|1|2|Macalister, R.A.S.|1949|"GUADAN | SACERDOS"||LDDTY/1/1-2
LDDTY|1|1|3|Nash-Williams, V.E.|1950|"+GUADAN | SACERDOS"||LDDTY/1/1-3
LDDTY|1|1|4|Macalister|1922|"GURDON | SACERDOS"||LDDTY/1/1-4
LDDTY|1|2|1|Macalister, R.A.S.|1922|"FECTCRUX{P}ANN~I | ID{*}ANIGURHI"||LDDTY/1/2-1
LDDTY|1|2|2|Macalister, R.A.S.|1949|"FECITCRUX{P~}ANM~ | IDANIGURHI"||LDDTY/1/2-2
LDDTY|1|2|3|Nash-Williams|1950|"FECITCRUX{P}ANN~I~ | ID&ANIGURHI"||LDDTY/1/2-3
LDDTY|1|3|1|Macalister|1949|GUADAN||LDDTY/1/3-1
LDDTY|1|3|2|Nash-Williams|1950|GUADAN||LDDTY/1/3-2
LDEIL|1|1|1|Macalister, R.A.S.|1945|ANDAGELLIMACVCAVE[--||LDEIL/1/1-1
LDEIL|1|1|2|Nash-Williams, V.E.|1950|[A]NDAGELLIMACUCAV[E--||LDEIL/1/1-2
LDEIL|1|1|3|Romilly Allen, J.|1889|[--]ELL[I--]C[--]C||LDEIL/1/1-3
LDEIL|1|1|4|Rhys, J.|1889|[--]DAGELLIMACVCAV[.--||LDEIL/1/1-4
LDEIL|1|1|5|Rhys, J.|1892|[.]NDAGELLMA[DD^C]VCAVI||LDEIL/1/1-5
LDEIL|1|2|1|Macalister, R.A.S.|1945|"{A}ND{A}GELL{I}I{A}CIT | F/IL/IC{A}/VET{I}"||LDEIL/1/2-1
LDEIL|1|2|2|Nash-Williams, V.E.|1950|"{A}ND{A}GELL{I}I{A}CIT | F/ILIC{A}/VET{I}"||LDEIL/1/2-2
LDEIL|1|2|3|Romilly Allen, J.|1889|"{A}ND{A}GELL{I}I{A}CIT | [--]"||LDEIL/1/2-3
LDEIL|1|2|4|Rhys, J.|1889|"{A}ND{A}GELL{I}I{A}CIT | F/ILIC{A}/VET{I}"||LDEIL/1/2-4
LDEIL|2|1|1|Macalister, R.A.S.|1945|"COIMAG{N}I | F/IL/I | CAVETI"||LDEIL/2/1-1
LDEIL|2|1|2|Nash-Williams, V.E.|1950|"COIMAG{N}I | F/IL/I | CAVETI"||LDEIL/2/1-2
LDEIL|2|1|3|Romilly Allen, J.|1889|"COIMAG{N}I | F/IL/I | CAVETI"||LDEIL/2/1-3
LDEIL|2|1|4|Rhys, J.|1889|"COIMAG{N}I | F/IL/I | CAVETI"||LDEIL/2/1-4
LDEIO|1|1|1|Lhuyd, E.|1697|"--]IACETCURCAGNUS | [--]VRIVIFILI[U]S"||LDEIO/1/1-1
LDEWA|1|1|1|Macalister, R.A.S.|1949|"[--] | [--] | [--] | [--] | [--] | [--]"||LDEWA/1/1-1
LDEWA|1|1|2|Nash-Williams, V.E.|1950|"--]LO[-- | --]OL[-- | --]QU[-- | --]ANI[-- | --]RES[-- | --]CEN[--"||LDEWA/1/1-2
LDEWA|1|2|1|Macalister, R.A.S.|1949|"[--] | [--] | [--] | [--] | [--] | [--] | [--] | [--] | [--] | [--]"||LDEWA/1/2-1
LDEWA|1|2|2|Nash-Williams, V.E.|1950|"--][R] | --]RU | --]D | --][N^S] | --][U]AT | --]AR | --][S] | --]O | --]A | [--]"||LDEWA/1/2-2
LDEWB|1|1|1|Macalister|1922|"[D]A/LLVS | [D]VMELVS"||LDEWB/1/1-1
LDEWB|1|1|2|Nash-Williams|1950|"[D]A/LLVS: | DVMELVS"||LDEWB/1/1-2
LDEWB|2|1|1|Macalister, R.A.S.|1945|"[--][CIACET.]DNERTFILIVSI[.-- | --]OCCISV[S.]VITPROPTERPR[-- | [--]"||LDEWB/2/1-1
LDEWB|2|1|2|Nash-Williams, V.E.|1950|"[+HI]CIACET[I]DNERTFILIVSIA[-- | QUI]OCCISV[SF]VITPROPTERPR[AEDIUM | [--SANCTI]"||LDEWB/2/1-2
LDEWB|2|1|3|Hubner, E.|1873|"HICIACITIANERTFILVSIACOBI | QVIOCCISFVITPROPTERPREDAM | SANCTI"||LDEWB/2/1-3
LDEWB|2|1|4|Lhwyd, E.|1695|"+HICIACETIDNERTFILIVSIACOBI | QVIOCCISVSFVITPROPTERPREDAM | SANCTIDAVVID"||LDEWB/2/1-4
LDEWB|3|1|1|Macalister, R.A.S.|1949|CENLISINIBT~DS~||LDEWB/3/1-1
LDEWB|3|1|2|Nash-Williams, V.E.|1950|CENLISINIBT~DS~||LDEWB/3/1-2
LDEWB|3|1|3|Westwood, J.O.|1876|GENLISINIBT~DS~||LDEWB/3/1-3
LDOUG|1|1|1|Westwood, J.O.|1879|IRBIC[--||LDOUG/1/1-1
LDOUG|1|1|2|Hübner, E.|1876|URBICI||LDOUG/1/1-2
LDOUG|1|1|3|RCAHMW|1976|IRBICI||LDOUG/1/1-3
LDOUG|1|1|4|Nash-Williams, V.E.|1950|IRBIC[.]||LDOUG/1/1-4
LDOUG|1|1|5|Macalister, R.A.S.|1933|IRBIC+||LDOUG/1/1-5
LDOUG|1|1|6|Romilly Allen, J.|1904|IRBICI||LDOUG/1/1-6
LDOUG|1|2|1|RCAHMW|1976|[--NUR--]||LDOUG/1/2-1
LDWKE|1|1|1|Rhys, J.|1874|"B{A}RRIVEND{I} | FILIU{S} VENDUB{A}RI | HICIACIT"||LDWKE/1/1-1
LDWKE|1|1|2|Westwood, J.O.|1867|"B{A}RRIVEND{I} | FILIU{S} VENDUB{A}RI"||LDWKE/1/1-2
LDWKE|1|2|1|Rhys, J.|1874|"--]MAQI[--] ||| [--] TAQOLEDEMU[--"||LDWKE/1/2-1
LDWKE|1|2|2|Rhys, J.|1906|"MAQI M[--] ||| DUMELEDONAS"||LDWKE/1/2-2
LDWKE|1|2|3|Macalister, R.A.S.|1922|"--]MAQI M[--] ||| TUMELEDONAS"||LDWKE/1/2-3
LDWKE|1|2|4|Nash-Williams, V.E.|1950|"DUMELEDONAS ||| MAQI M[--]"||LDWKE/1/2-4
LDYFL|1|1|1|Westwood, J.O.|1876|"+BRIAMAIL | FLOU"||LDYFL/1/1-1
LDYFL|1|1|2|Macalister, R.A.S.|1949|"+BRIAMAIL | FLOU"||LDYFL/1/1-2
LDYFL|1|1|3|Nash-Williams, V.E.|1950|"+BRIAMAIL | FLOU"||LDYFL/1/1-3
LDYFL|2|1|1|Macalister, R.A.S.|1945|CATVC||LDYFL/2/1-1
LDYFL|2|1|2|Westwood, J.O.|1876|CATVC||LDYFL/2/1-2
LDYFL|2|1|3|Nash-Williams, V.E.|1950|CATVC||LDYFL/2/1-3
LDYSI|1|1|1|Macalister, R.A.S.|1945|"CLVTORIGI | FIL/IPA/VLINI | M/ARINILATIO"||LDYSI/1/1-1
LDYSI|1|1|2|Nash-Williams, V.E.|1950|"CLVTORIGI | FIL/[I]PA/VLINI | M/ARINILATIO"||LDYSI/1/1-2
LDYSI|1|1|3|Westwood, J.O.|1860|"CLUTORIGI | FIL/IPA/VLINI | M/ARINILATIO"||LDYSI/1/1-3
LDYSI|1|1|4|Rhys, J.|1873|"CLVTORIGI | FIL/IPA/VLINI | M/ARINILATIO"||LDYSI/1/1-4
LDYSI|1|1|5|Rhys, J.|1905|"CLVTORIGI | FIL/IPA/VLINI | M/ARINILATIO"||LDYSI/1/1-5
LDYSI|2|1|1|Macalister, R.A.S.|1945|"EUOLE{N}GG{I} | F/IL{I} | LITOGE{N}I | HICIACIT"||LDYSI/2/1-1
LDYSI|2|1|2|Nash-Williams, V.E.|1950|"EUOLE{N}GG{I} | F/IL{I} | LITOGE{N}I | HICIACIT"||LDYSI/2/1-2
LDYSI|2|1|3|Rhys, J.|1873|"EUOLE{N}GG{I} | F/IL{I} | LITOGE{N}I | HICIACIT"||LDYSI/2/1-3
LDYSI|2|1|4|Westwood, J.O.|1860|"EUOLE{N}VS | F/IL{I} | LITOGENI | HICIACIT"||LDYSI/2/1-4
LDYSI|3|1|1|Anon|1898|--]RIAT[--||LDYSI/3/1-1
LDYSI|3|1|2|Macalister, R.A.S.|1945|--]RIAT[--||LDYSI/3/1-2
LDYSI|3|1|3|Nash-Williams, V.E.|1950|--]RIAT[--||LDYSI/3/1-3
LDYSL|1|1|1|Macalister, R.A.S.|1922|"VELVOR[-- | F/ILI/{A} | BROHO[--"||LDYSL/1/1-1
LDYSL|1|1|2|Nash-Williams, V.E.|1950|"VELVOR[-- | F/ILI{A} | BROHO[--"||LDYSL/1/1-2
LDYSL|1|1|3|Meyrick, R.|1810|"VELVOR | HLIM | BRCHO"||LDYSL/1/1-3
LDYSL|1|1|4|Westwood, J.O.|1856|"VELVOR | F/ILI{A} | BROHO"||LDYSL/1/1-4
LDYSL|1|2|1|Macalister, R.A.S.|1922|[--V.R--]||LDYSL/1/2-1
LEGAN|1|1|1|Macalister/1945|1945|"LOBB[.]X[..]MAQQIMUC || [..][R] || [.]N[.]"||LEGAN/1/1-1
LEMAN|1|1|1|Macalister/1949|1949|--]RETAH||LEMAN/1/1-1
LEMAN|2|1|1|Macalister/1949|1949|CONLARAT||LEMAN/2/1-1
LEMAN|3|1|1|Macalister/1949|1949|"+BENDACTFORA | IN[MA]ILBERTIG"||LEMAN/3/1-1
LETER|1|1|1|Macalister|1945|--]QNETN[O!][--||LETER/1/1-1
LETER|1|1|2|O'Sullivan, Sheehan|1996|--]QNETN[A!][--||LETER/1/1-2
LETWE|1|1|1|Macalister, R. A. S.|1945|ANMGATT{X}GLAN||LETWE/1/1-1
LETWE|1|1|2|O'Sullivan, Sheehan|1996|ANM[--]GLAN||LETWE/1/1-2
LFAEL|1|1|1|Nash-Williams, V.E.,|1950|MAILIS||LFAEL/1/1-1
LFAEL|1|1|2|CISP|1998|M/AILIS{I}||LFAEL/1/1-2
LFAEL|1|1|3|Skinner,|1802|MAILIS||LFAEL/1/1-3
LFAEL|1|1|4|Radford, C.R.,|1937|M/AILIS||LFAEL/1/1-4
LFAEL|2|1|1|Nash-Williams, V.E.,|1950|"CUNOGUS{I} | HIC IACIT"||LFAEL/2/1-1
LFGLN|1|1|1|Westwood, J.O.|1855|"FILILOVERNII | ANATEMORI"||LFGLN/1/1-1
LFGLN|1|1|2|Rhys, J.|1873|"FILILOVERNII | ANATEMORI"||LFGLN/1/1-2
LFGLN|1|1|3|Macalister, R.A.S.|1945|"FILILOVERNII | ANATEMORI"||LFGLN/1/1-3
LFGLN|1|1|4|Nash-Williams, V.E.|1950|"FILILOVERNII | ANATEMORI"||LFGLN/1/1-4
LFGLN|1|1|5|Huebner, E.|1876|"ANATEMORI | FILILOVERNII"||LFGLN/1/1-5
LFIC1|1|1|1|Westwood, J.O.|1871|"C{A}T{A}CUSHICI{A}CIT | FILIVSTEGER{N}ACVS"||LFIC1/1/1-1
LFIC1|1|1|2|Macalister, R.A.S.|1945|"C{A}T{A}CUSHICI{A}CIT | FILIVSTEGER{N}ACVS"||LFIC1/1/1-2
LFIC1|1|1|3|Nash-Williams, V.E.|1950|"C{A}T{A}CUSHICI{A}CIT | FILIVSTEGER{N}ACVS"||LFIC1/1/1-3
LFIHA|1|1|1|Macalister, R.A.S.|1945|"HICIACIT | VLCAGNUSFIUS | SENOMAGL{I}"||LFIHA/1/1-1
LFIHA|1|1|2|Nash-Williams, V.E.|1950|"HICIACIT | ULCAGNUSF/IUS | SENOMAGL{I}"||LFIHA/1/1-2
LFRN1|1|1|1|Lewis, D.|1708|TAVUS{I}FI[--]{I}[--||LFRN1/1/1-1
LFRN2|1|1|1|Macalister, R.A.S.|1945|INg[E]NS[A]Ng[KT]ASEGNI||LFRN2/1/1-1
LFRN2|1|1|2|Nash-Williams, V.E.|1950|EF[.]SS[.]NG[.]ASEG[..]||LFRN2/1/1-2
LFRN2|1|1|3|Rhys, J.|1909|IGw[.]SS[.]GwASIG[N.]||LFRN2/1/1-3
LFRN2|1|1|4|Rhys, J.|1910|EFESS[A^O]GwIASEGNI||LFRN2/1/1-4
LFRN2|1|1|5|Macalister, R.A.S.|1921|INGUNSANGIASEGNI||LFRN2/1/1-5
LFRYN|1|1|1|Westwood, J.O.|1856|CO[--||LFRYN/1/1-1
LFRYN|1|1|2|Nash-Williams, V.E.|1950|+CO[--||LFRYN/1/1-2
LGADW|1|1|1|Macalister, R.A.S.,|1949|"CATAMANUS | REXSAPIENTISI | MUSOPINATISIM |US OMNIUMREG | UM"||LGADW/1/1-1
LGADW|1|1|2|Nash-Williams, V.E.,|1950|"CATAMANUS | REXSAPIENTISI | MUSOPINATISIM |US OMNIUMREG | UM"||LGADW/1/1-2
LGELR|1|1|1|Rhys, J.|1875|"DE[CAB]ARBALOM | FI[L]IUS BROCAGN{I}[--"||LGELR/1/1-1
LGELR|1|2|1|Rhys, J.|1907|"DECCAIBARVUGLOB ||| DISI"||LGELR/1/2-1
LGELR|1|2|2|Macalister, R.A.S.|1945|"[DECCA]IBARVALB ||| [--]RO[--]NI"||LGELR/1/2-2
LGFNI|1|1|1|Radford, C. R.,|1938|"CVLIDOR | IACIT | ETORVVITE | MVLIERI | SECVNDI | FILIVS"||LGFNI/1/1-1
LGFNI|1|1|2|Nash-Williams, V. E.|1950|"CVLIDOR[I] | IACIT | ETORVVITE | MVLIERI | SECVNDI | [FILIVS]"||LGFNI/1/1-2
LGFNI|1|1|3|Westwood, J.O.|1856|"CULIDORI | IACIT | ETORVVITE | MULIER | SECUNDI"||LGFNI/1/1-3
LGFNI|1|1|4|Macalister, R.A.S.,|1945|"CULIDORI | IACIT | ETORVVVITE | MULIERI | SECUNDI | FILIUS"||LGFNI/1/1-4
LGFNI|2|1|1|Macalister, R.A. S.,|1945|"[HIC]IACIT | --]SORIS"||LGFNI/2/1-1
LGFNI|2|1|2|Nash-Williams, V.E.,|1950|"[--HIC I]ACIT | --]SORIS"||LGFNI/2/1-2
LGIAN|1|1|1|Jones, T. L. D.|1848|"MEL/IMEDICI | FILIMARTINI | IACIT"||LGIAN/1/1-1
LGIAN|1|1|2|Macalister, R.A.S.|1945|"MEL/IMEDICI | FILIMARTINI | IACIT"||LGIAN/1/1-2
