SITE|STONE|INSCRIPTIO|READING|EXPAND_ID|EXPANSION|TRANSLATIO
CLMAC|202|1|2|1|OROIT DO AEO MAC BIBRIA MAC CAIDG HUI CELLAICH CA RIG HUMANE|A prayer for Aed (PN), son of Bibria (?)(PN),  son of Tadg (PN), grandson of Ceallach (PN), for the King of Ui Maine'.
CLMAC|203|1|1|1|[OROIT D]O RIACAN[--|Pray for Riacan, Bishop.
CLMAC|203|1|2|1|[OROIT][ D]O RIACAN[--]ICORIP[--|n/a
CLMAC|203|1|3|1|ORIACAN[M]CORIP~|n/a
CLMAC|204|1|1|1|+OROIT D[O]|n/a
CLMAC|205|1|1|1|OROIT DO [MAEL]MICHEIL|Pray for Mael-Micheil (PN)
CLMAC|205|1|2|1|OROIT DO MA[ELMHI]CHIL|n/a
CLMAC|206|1|1|1|DO THUATHAL|n/a
CLMAC|207|1|1|1|OROIT DO CHOLMAN|Pray for Colman (PN).
CLMAC|208|1|1|1|+ OR AR ANMAIN MUIRCERTAIG I MUIRDAIG ESPOIC CLUANA [CAOIN MIDE]|n/a
CLMAC|209|1|1|1|COLORA|n/a
CLMAC|210|1|1|1|MAELOENA|n/a
CLMAC|211|1|1|1|BAID[--|n/a
CLMAC|212|1|1|1|OROIT DO FEIDILMID QU OCCISUS EST SINE CAUSA|n/a
CLMAC|213|1|1|1|--]SE[--|n/a
CLMAC|214|1|1|1|FERGUS|n/a
CLMAC|215|1|1|1|--]OROIT DO[--|n/a
CLMAC|216|1|1|1|--]L[--|n/a
CLMAC|217|1|1|1|--]FR[--|n/a
CLMAC|218|1|1|1|--][H]O[--|n/a
CLMAC|219|1|1|1|--]N[--|n/a
CLMAC|219|1|1|2|--]H[--|n/a
CLMAC|220|1|1|1|--]AC[--|n/a
CLMAC|221|1|1|1|--]AC[--|n/a
CLMAC|222|1|1|1|--]UM[--|n/a
CLMAC|223|1|1|1|--]E[G/S][--|n/a
CLMAC|224|1|1|1|FA[--|n/a
CLMAC|225|1|1|1|--]TH[--|n/a
CLMAC|226|1|1|1|--]EC|n/a
CLMAC|227|1|1|1|--]ACHT|n/a
CLMAC|228|1|1|1|--]LA[--|n/a
CLMAC|229|1|1|1|--T]HADGG|n/a
CLMAC|229|1|2|1|--]TADGG|n/a
CLMAC|230|1|1|1|+ DO CENNEDIG|+ For Cennedig(PN).
CLMAC|230|1|2|1|[+ D]O CENNEDIG|n/a
CLMAC|231|1|1|1|--][C]TH[--]RAN|n/a
CLMAC|232|1|1|1|[EN]BEO[C]|n/a
CLMAC|233|1|1|1|OROIT D[O--|n/a
CLMAC|234|1|1|1|--]ILL|n/a
CLMAC|235|1|1|1|[OR DO GIL]LA-CAIND|n/a
CLMAC|236|1|1|1|--]O[--|n/a
CLMAC|237|1|1|1|--]AL|n/a
CLMAC|238|1|1|1|[C]HULAINN|n/a
CLMAC|239|1|1|1|--]RON|n/a
CLMAC|240|1|1|1|--]REN[--|n/a
CLMAC|241|1|1|1|GIL[--|n/a
CLMAC|242|1|1|1|--]NCHAI[--|n/a
CLMAC|243|1|1|1|D|n/a
CLMAC|244|1|1|1|GU|n/a
CLMAC|245|1|1|1|ORD[--|n/a
CLMAC|246|1|1|1|FERGAL|n/a
CLMAC|247|1|1|1|--]ART|n/a
CLMAC|248|1|1|1|TOMMAS|n/a
CLMAC|249|1|1|1|SECHNASACH|n/a
CLMAC|250|1|1|1|OROIT DO STEFAN|n/a
CLMAC|252|1|1|1|LECHT TOIRRDELBAIG HUI CONCOBAIR|n/a
CLMAC|253|1|1|1|OROIT  DO THU ATHAL SAER|`A prayer for Tuathal (PN) the craftsman'.
CLMAC|254|1|1|1|SOIRBERGE|n/a
CLMAC|255|1|1|1|[M]AILETOLI|n/a
CLMAC|256|1|1|1|RECTGUS|n/a
CLMAC|257|1|1|1|OROIT DO FOCARTV|
CLMAC|258|1|1|1|OROIT DO SAUBETH SAI|n/a
CLMAC|259|1|1|1|--]DOC[--|n/a
CLMAC|260|1|1|1|OROIT DO CANANDEN|n/a
CLMAC|261|1|1|1|--]RAEL|n/a
CLMAC|262|1|1|1|NAD AV[--|
CLMAC|263|1|1|1|FOGARTACH|
CLMOR|1|1|1|1|[MAQIT]RENI|n/a
CLMOR|2|1|1|1|[--]|n/a
CLONC|1|1|1|1|--]AN O DUBDAGAN DO RI[GNE--CL]OG SO DO DOMNALL O [R--]SUNN[--|--] o Dubdagain (PN) who m[ade ..] this stone for Domnall o R[..] (PN)
CLONM|1|1|1|1|COLORA|n/a
CLOOM|1|1|2|1|QENOVENAGNI MAQI C MUCOI LUGUDDECCAS|n/a
CLOON|1|1|1|1|+LOBED FECET CRUCE[M]|n/a
CLYDI|1|1|1|1|ETTERN[I MAQI VIC]TOR|n/a
CLYDI|1|1|2|1|ETTERN[I MAQI VIC]TOR|(The stone) of Etternus (PN), son of Victor (PN)
CLYDI|1|1|3|1|ETTERN[U--] V[IC]TOR|n/a
CLYDI|1|2|1|1|ETTERNI FILI VICTOR|n/a
CLYDI|1|2|2|1|ETTERNI FILI VICTOR(is)|(The stone) of Etternus (PN), son of Victor (PN)
CLYDI|1|2|3|1|ETTERNI FILI VICTOR|n/a
CLYDI|1|2|4|1|ETERNI FILI VICTOR|n/a
CLYDI|1|2|5|1|ETTERNI FILI VICTOR|n/a
CLYDI|2|1|1|1|SOLINI FILIVS VENDONI|n/a
CLYDI|2|1|2|1|SOLINI FILIVS VENDONI|(The stone) of Solinus (PN), son of Vendonius (PN)
CLYDI|2|1|3|1|SOLINI FILIVS VENDONI|n/a
CLYDI|2|1|4|1|SOLINI FILIVS VENDONI|n/a
CLYDI|3|1|1|1|DOVATACIS|n/a
CLYDI|3|1|2|1|D[O]V[A]TUCEAS|(The stone) of Dovatucis (PN)
CLYDI|3|1|3|1|DO[V^BL][O^A]T[A]C[O^EA]S|n/a
CLYDI|3|1|4|1|DOBLOTUCISI|n/a
CLYDI|3|2|1|1|DOBTVCI FILIVS EVOLENGI|n/a
CLYDI|3|2|2|1|DOB[I]TVCI FILIVS EVOLENG[I]|(The stone) of Dobitucus (PN), son of Evolengus (PN)
CLYDI|3|2|3|1|DOBITVCI FILIVS EVOLENGI|n/a
CLYDI|3|2|4|1|DOBITACI FILIVS EVOLENGI|n/a
CLYDI|3|2|5|1|DOB[--]  FILIVS EVOLENGI|n/a
CMBRN|1|1|1|1|+ LEUIUT IUSIT HEC ALTARE PRO ANIMA SUA|n/a
CMBRN|1|1|2|1|LEUIUT IUSIT HEC ALTARE PRO ANIMA + SUA|Leuiut (PN) ordered this altar for his own soul.
CNWYL|1|1|1|1|"SERVATUR FIDAEI | PATRIEQUE SEMPER | AMATOR HIC PAULIN | US IACIT CULTOR PIENTI | SIMUS AEQUI"|n/a
CNWYL|1|1|2|1|"SERVATUR FIDAEI | PATRIEQUE SEMPER | AMATOR HIC PAULIN | US IACIT CULTOR PIENTI | SIMUS AEQUI"|Preserver of the Faith, constant lover of his country, her lies Paulinus (PN) the devoted champion of righteousness.
CNWYL|1|1|2|2|"SERVATUR FIDAEI | PATRIEQUE SEMPER | AMATOR HIC PAULIN | US IACIT CULTOR PIENTI | SIMUS AEQUI"|Keeper of the Faith, constant lover of his country, here lies Paulinus (PN), a faithful supporter of Justice.
CNWYL|2|1|1|1|"TALORI | ADVENTI | MAQUERIGI | FILIUS"|n/a
CNWYL|2|1|2|1|"TALORI | ADVENTI | MAQUERIGI | FILIUS"|Talori (PN), son of Adventus Maqerigius (PN).
CNWYL|2|1|2|2|"TALORI | ADVENTI | MAQERIGI | FILIUS"|Talori Adventi (PN) son of Maquerigi (PN)
CNWYL|3|1|1|1|"P^REGIN[-- | FILIUS NU[V]INTII"|n/a
CNWYL|3|1|2|1|"REGIN | FILIUS NUVINTII"|n/a
CNWYL|3|1|3|1|"REGIN) | FILIUS NUVINTI"|"n/a
"
CNWYL|3|1|4|1|"REGINI | FILIUS NU[_]INTI"|n/a
CNWYL|3|1|5|1|"REGINI | FILIUS NUDINTI"|(The stone) of Reginus (PN)son of Nudintus(?) (PN).
COBOY|1|1|1|1|CATTUVVIRR MAQI RITUVVECAS MUCOI ALLATO|n/a
COHIL|1|1|1|1|--MA]Q[I] BROCI|n/a
COLIN|1|1|1|1|OVANOS AVI IVACATTOS|n/a
COLIN|1|2|1|1|CELI TURLEGETTI|
COLIN|1|2|2|1|IVVE[N/R]E DRVVIDES|n/a
COLIN|2|1|1|1|MAQI-DDEC[CEDA] MAQI MARIN|n/a
COLIN|3|1|1|1|--] MAQQI  COLLABOTA|n/a
COLIN|3|1|2|1|--]ADDES[--|n/a
COLIN|4|1|1|1|--]EGNI KOI MAQI MUC[OI ]A[L]I[NI]|n/a
COLIN|5|1|1|1|AV[I]S[I]S MAQVAS[--|n/a
COLIN|6|1|1|1|--]UR[--|n/a
COLIN|7|1|1|1|--]LA|n/a
COOGH|1|1|1|1|ANM CORRE MAQVI UDD[GLO]METT|n/a
COOGH|1|1|2|1|ANM CORREA MAQ VVEDDELMEATT|n/a
COOGH|2|1|1|1|ANM N[ETAC]U[N]AS [CE]L[I] VIDETTAS|n/a
COOLE|1|1|1|1|LOGITTI MAQI ERPENN|n/a
COOLE|2|1|1|1|--]ERLONNA MAQI R[U]T[ENI]|n/a
COOLE|2|1|2|1|--]ERR[L]ON[N]M MAQ[I] [RUTE]N[I]|n/a
COOLH|1|1|1|1|VEQOANAI MAQI EQOD[--|n/a
COOLM|1|1|1|1|DEGOS MAQI MOCOI TOICAKI|n/a
COOLM|2|1|1|1|MAQI-RITEAS MAQI MAQI-DDUMILEAS MUCOI TOICACI|n/a
COOLM|3|1|1|1|CUNACENA|n/a
COOLM|4|1|1|1|MAQI-TTAL MAQI VORGOS MAQI MUCOI TOICAC|n/a
COOLM|5|1|1|1|--]MC[--]GE[--]M [--]Q[--]D[--]E|n/a
COOLM|6|1|1|1|NIOTTVRECC MAQI [--]GNI|n/a
COOLM|6|1|2|1|NI[O]TTVR[E/I]CC MAQ[I] [--]GNI|n/a
COOLM|6|1|3|1|NI[O]TTVR[E]CC MAQ[I] [--][G]N[--|n/a
COOLM|7|1|1|1|MAQI-DECEDA MAQI[--|n/a
CORRO|1|1|1|1|--]MAQ CERAN[I] AVI ATHECETAIMIN|n/a
CORRO|1|1|2|1|--]N[--]Q[--]  A[--]ECETAIMI[N][--|n/a
CORRO|1|1|3|1|[MA]CERAN[I] AVI A{O}ECETAIMIN|n/a
CORRO|1|2|1|1|AVI ATHECETAIMIN|
CORRO|1|2|2|1|A[--]ECETAIMI[N][--|
CORRO|1|2|3|1|AVI A{O}ECETAIMIN|
COTTS|1|1|1|1|IARNI|n/a
COYCH|1|1|1|1|EBISSA[R] [P--] [--] QUE[SCIT]|n/a
COYCH|1|1|2|1|EBISSAR [S--] [--]|Ebissar (PN) ...
COYCH|1|1|3|1|EBISSAR [ECCLESIAE CONDITOR QUIESCIT]|n/a
COYCH|1|1|4|1|EBISSAR [--]|n/a
COYCH|2|1|1|1|EBISAR|n/a
COYCH|2|1|2|1|EBISAR|(? The Cross) of Ebisar (PN)
COYCH|2|1|3|1|EBISAR|n/a
COYCH|2|1|4|1|EBISAR|n/a
CRAG|1|1|1|1|VELITAS LUGUTTI|Of the poet (_filed_) Luguttis (PN)
CRAI|1|1|1|1|n/a|n/a
CRAI|1|1|2|1|[--]|`indeterminate'
CRAI|1|2|1|1|CANNTIANI ET I PA~E FILIVS M[A]CCVTRENI HIC IACIT|n/a
CRAI|1|2|2|1|CANNTIANI ET PATER ILLIVS MACCVTRENI HIC IACIT|(The stone) of Cantianus (PN) and (of) his father Maccutrenus (PN). He lies here.
CRCKH|1|1|1|1|TURPILI MOSAC TRALLONI|n/a
CRCKH|1|1|2|1|TURPIL[LI MAQI TRIL]LUNI|(The stone) of Turpillius (PN), (son) of Trillunus (PN).
CRCKH|1|1|3|1|TURPILI|Turpili (PN)
CRCKH|1|1|4|1|n/a|n/a
CRCKH|1|2|1|1|TVRPILLI IC IACIT PVVERI TRILVNI DUNOCATI|The resting place of Turpillius (PN), the boy (= attendant) of Trilunos (PN), (son) of Dunocatus (PN).
CRCKH|1|2|2|1|TVRPILLI (h)IC IACIT PVVERI TRILVNI DVNOCATI|(The stone) of Turpilius (PN). He lies here, son of Trilunus Dunocatus (PN).
CRCKH|1|2|3|1|TURPILLI IC IACIT PUUERI TRILUNI DUNOCATI|n/a
CRCOM|1|1|1|1|TORAESCEUSAS MAQI MUCOI MEUTINI|n/a
CRCOM|2|1|1|1|CAGINADI MAQI VOBARACI|n/a
CREHS|1|1|1|1|VOCAGNI MAQI CUR[I]T|n/a
CRGHH|1|1|1|1|[--]|n/a
CRGUL|1|1|1|1|DOVETI [MA]Q[I] LOCARENAS C[EL]I M[A]Q[I] CULIDOVI|n/a
CRNLO|1|1|1|1|SECIDARI|n/a
CRSER|1|1|1|1|--]AF[M!]OLA[--|n/a
CSKEE|1|1|1|1|[COV]AGNI MAQI [MUCOI] LUG[UNI]|n/a
CSKEE|1|1|2|1|COVAGN[I] MAQ[I MU]C[OI] LUG[U]N[I]|n/a
CSKEE|1|1|3|1|CONN MAQI MUCOI LUGUNI|n/a
CSKEE|1|1|4|1|COVAGNI MAQ[I] [MUC]O[I] LUGUNI|n/a
CSMO|1|1|1|1|NETACARI NETACAGI|n/a
CSMO|1|1|2|1|[NE]TACARI N[E]TACA[M]I|n/a
CSMO|1|1|3|1|NETACARI NETA-CAGI/N[I]|n/a
CSTGR|1|1|1|1|[--]|n/a
CSTLD|1|1|1|1|CIR[--]V[--]NC IACIT CVNOMORI FILIVS|here lies Cirv[--](PN) son of Cunomorus(PN)
CSTLD|1|1|2|1|CIRVSINVS HIC IACIT CVNOMORI FILIVS|n/a
CSTLD|1|1|3|1|DRUSTANUS HIC IACIT CVNOMORI FILIVS|Drustanus (PN) lies here, of Cunomor[as] (PN) the son
CUBRT|1|1|1|1|CONETOCI FILI TEGERNOMALI|n/a
CUBRT|1|1|2|1|CONETOCI FILI TEGERNOMALI|[the stone] of Conetocus(PN), son of Tegernomalus(PN)
CUBRT|1|1|3|1|CONETOCI FILI TEGERNOMALI|of Conetocus(PN) of-the-son of Tegernomalus(PN)
CURMO|1|1|1|1|ANM MAGANN MAQI NUADAT|n/a
CURMO|1|1|2|1|ANM MAGANNMAQI [N]DA[D!]|n/a
DEELI|1|1|1|1|COLABOT MAQI MAQI-RITE MAQI MUCOI CORIBIRI|n/a
DEELI|1|1|2|1|--]OT MAQI MAQI-RITE[--]COI CORIBIRI|n/a
DEELI|1|1|3|1|--]OT MAQI MAQI RIT[E] COI CORIBI[I]|n/a
DEGAS|1|1|1|1|ANM CRUNAN MAQ LUQIN|n/a
DELGA|1|1|1|1|OROIT DO ANLUA[N] OCUS DU CONBRAN SAIR|n/a
DELGA|1|1|2|1|OROIT DO DICU OCUS [MAEL]ODRAN SAIR|Pray for Dicu(PN) and [Mael]odran(PN) the wright.
DENAN|1|1|1|1|ANM LLATIGNI MAQ M[I]N[E]RC M[UCOI] Q[--]CI|n/a
DENAN|1|1|2|1|ANML[L]AT[IG....]QM[...][R]C[--]|n/a
DERIV|1|1|1|1|S[M][--]BNAG MA[Q]QI ERCIA|n/a
DFYNG|1|1|1|1|[RUGNIA]T[IA] [MA]Q[I] [VEN]D[ONI]|n/a
DFYNG|1|1|2|1|n/a|n/a
DFYNG|1|2|1|1|RvGINATIO [FI]LI VENDONI|n/a
DINGL|1|1|1|1|[AVI]TORIGAS|n/a
DKEAR|1|1|1|1|TIDONN[A] MAQ DOMGNINN|n/a
DKEAR|1|1|2|1|[TI]DONNA MAQ DOMNG[.]NN|n/a
DLEEK|1|1|1|1|OROIT DO SCANLAN|n/a
DNARD|1|1|1|1|IAQINI KOI MAQI MUC[--|
DNARD|1|1|2|1|IA[Q]INI KOI [--|n/a
DNARD|1|1|3|1|IAQINI KOI MAQI MOB/U[COI]|n/a
DNBUL|1|1|1|1|DOCRANORI|n/a
DNMOR|1|1|1|1|NETTAVRECC [KOI] MAQI MUCCOI TRENALUGGO|n/a
DNMOR|1|1|2|1|NETTAVROICC [KOI] MAQI MUCCOI TRENALUGGO|n/a
DNWAY|1|1|1|1|MOESAC|n/a
DNWAY|1|1|1|2|SACEOM|n/a
DNWAY|2|1|1|1|MOUNIN|n/a
DNWAY|3|1|1|1|[A]DARUN M[A]CI COLAL[I]|n/a
DOOGH|1|1|1|1|--]OVI MAQI[--|n/a
DOOGH|1|1|2|1|MA[QUI MUCOI] CORBAGNI GLASICONAS|n/a
DRCOM|1|1|1|1|DINEGLO MAQI QETAIS|n/a
DRLUS|1|1|1|1|CATVVIRR MAQI LUGUVVEC|n/a
DRLUS|1|1|1|2||
DRLUS|1|1|3|1|CATVVIRR MAQI LUGUVVE[C]|n/a
DROMR|1|1|1|1|COLLABOT MUCOI LUGA MAQI LOBACCONA|n/a
DROMR|2|1|1|1|MEDUSI MACI LU MUCOI LUGA|n/a
DROMR|3|1|1|1|CATTUVIR|n/a
DROUK|1|1|1|1|MO{GW}UNILOCID MAQI ALOTTO|n/a
DROYN|1|1|1|1|n/a|n/a
DRUML|1|1|1|1|MANU MAGUNO GATI MOCOI MACORBO|n/a
DRUML|2|1|1|1|CALUNOVIC[A] MAQI MUCOI LIT[ENI]|n/a
DRUML|3|1|1|1|MAQI INI[--MAQI QE]TTEAS|n/a
DRUML|4|1|1|1|CUNALEGEA MAQI C[--]SALAR CELI AVI QUECI|n/a
DRUML|5|1|1|1|BIGU MAQI LAG[--|n/a
DRUML|6|1|1|1|BIR MAQI MUCOI ROTTAIS|n/a
DRUML|7|1|1|1|--]MAQI NE[TACUN]AS|n/a
DRUML|8|1|1|1|DENAVEC[A] [MU]COI MEDALO|n/a
DRUML|9|1|1|1|BRO[INION]AS|n/a
DRUML|10|1|1|1|SOVALINI|n/a
DRUML|10|2|1|1|DEAGOS MAQI MUCO[I] [--]NAI|n/a
DRUMM|1|1|1|1|CUNOVATO|n/a
DRUMM|1|1|2|1|C[UNA][.][ATO][--|n/a
DUNAD|1|1|1|1|"[A!]S[D!][U!][--]V[A!][N!]A[D!][--][T!] | FI[N!]M[A]NA[C!]"|n/a
DUNAL|1|1|1|1|BROCAGNI MAQI MU[COI]|n/a
DUNB|1|1|1|1|BRAN[I]TTAS M[A]QI DUCR[I]DDA|n/a
DUNB|1|1|2|1|BR[A]N[I]TT[A]S M[A]Q[I] D[U]C[RI]DDA|n/a
DUNB|2|1|1|1|NAVALLO AVVI GENITTAC [--|n/a
DUNB|2|1|2|1|NAVVALL[O] AVVI GENITTAC[--|n/a
DUNER|1|1|1|1|OROIT AR SUIB[NE]|Pray for Suibne
DUNER|1|1|2|1|OROIT AR SUIB[NE]|n/a
DUNER|2|1|1|1|MARIA M~ ALPHA OMEGA  IHESUS CHRISTUS OROIT DO MAELPHATRAIC|n/a
DUNER|2|1|1|2|"MARIA M~ ALPHA OMEGA  IHESUS CHRISTUS OROIT DO MAEL-PHETIR
"|n/a
DUNGM|1|1|1|1|OVOMAN[I]|n/a
DUPLN|1|1|1|1|CUSTANTIN FILIUS FIRCUS [.]U[--]AM[...][CD]EFG|n/a
DUPLN|1|2|1|1|[--]|n/a
DUROW|1|1|1|1|--]ODUBT[--|n/a
DUROW|1|1|2|1|[OROI]T DO TIG[--|n/a
DUROW|1|2|1|1|OROIT DO AED OCUS DO [B]ANGADAN DO RIG NI IN CHROIS|n/a
DUROW|1|2|2|1|--]ORDOM ARO ERGU|n/a
DUROW|2|1|1|1|OROIT DO AIGIDIU|Pray for Aigide(PN)
DUROW|3|1|1|1|+ OROIT DO CHATHALAN|n/a
EGLWC|1|1|1|1|"AUCTORIA  | FILIA CUNIGNI"|n/a
EGLWC|1|1|2|1|"AVITORIA | FILIA CUNIGNI"|Avitoria (PN) daughter of Cunignus (PN) (lies here).
EGLWC|1|2|1|1|"INIGINA CUNIGNI ||| AVITTORIGES"|Daughter of Cunignos (PN), Avittoriga (PN).
EGLWC|1|2|2|1|"INIGENA CUNIGNI ||| AVITTORIGES"|(The stone) of the daughter of Cunignos, (PN) Avittoriga (PN).
EGRMT|1|1|1|1|CARANTACUS|Carantacus(PN)
EGRMT|1|1|2|1|NANIACUI|n/a
EGRMT|1|1|3|1|CARANTACUS|Carantacus (lies here) (PN)
EMLGE|1|1|1|1|BRUSCCOS MAQQI CALIACI[AS] M[AQQI MUCOI][--|n/a
EMLGE|1|1|2|1|BRUSCOS MAQQI CAL[I]AC[I]|n/a
EOGWL|1|1|1|1|CA[--]OCI FILI [--]PLICI|Ca[--](PN) son of [--]plicus(PN)
EOGWL|1|1|2|1|CAOCI FILI POPLICI|(The stone) of Caocus(PN), the son of Peblig(PN).
FARAN|1|1|1|1|[--]|n/a
FARDL|1|1|1|1|SVAQQUCI MAQI QICI|n/a
FARDL|1|1|2|1|SAFAQQUCI MAQI QICI|[the stone] of Safaqqucus (PN), son of Qicus (PN)
FARDL|1|1|2|2|SAFAQQUCI   (inscription iv); MAQI QICI   (inscription iii)|As two texts: (iv) of Safaqqucus (PN); (iii) [the stone] of the son of Qicus (PN)
FARDL|1|1|2|3|SAFAQQUCI   (inscription iv); MAQIQICI   (inscription iii)|As two texts: (iv) of Safaqqucus (PN); (iii) [the stone] of Maqiqicus (PN)
FARDL|1|1|3|1|SVANNUCI MAQI RINI|n/a
FARDL|1|2|1|1|FANONI MAQVI RINI|n/a
FARDL|1|2|2|1|FANONI MAQVI RINI|[the stone] of Fanonus (PN), son of Rinus (PN)
FARDL|1|2|2|2|FANONI MAQVIRINI|[the stone] of Fanonus (PN), [son] of Maqurinus (PN)
FARDL|1|2|3|1|FANONI MAQVI RINI|of Fanonus(PN), son of Rinus(PN)
FARDL|1|3|1|1|SAGRANVI|n/a
FARDL|1|3|2|1|G[A]GRA[NV]I|[the stone] of Gagranus (PN)
FARDL|1|3|3|1|SAGRANVI|of Sagranuus(PN)
FCHRW|1|1|1|1|NEFROIHI|n/a
FCHRW|1|1|2|1|TE[F^S]ROIHI|(The stone) of ...oihi (?) (PN)
FCHRW|1|1|3|1|REFSOIHI|n/a
FCHRW|1|1|4|1|TEF[F]RO I TI|mayst thou awake
FCHRW|1|1|5|1|TEFROVTI|n/a
FCHRW|1|1|6|1|[.ES]ROIHI|n/a
FESTG|1|1|1|1|FERRVCI HIC IACIT|(The stone) of Ferrucus (PN) (Nash-Williams' translation).
FIDUP|1|1|1|1|DRUGNO MAQI MUCOI [--] NAMI|n/a
FIDUP|1|1|2|1|DRUG[--|n/a
FINNE|1|1|1|1|LIATACH|n/a
FKWOO|1|1|1|1|MAQI-DECCEDDAS AVI TURANIAS|n/a
FORTW|1|1|1|1|ANM VEDLLOIGOI MACI SEDDOINI|n/a
FOXCA|1|1|1|1|--]AVI DAIMAGNI|n/a
FUERT|1|1|1|1|OROIT AR MOR[--|n/a
FUERT|1|1|2|1|OROIT AR MOIL[--|Pray for Moil[--(PN)
FUERT|2|1|1|1|OROIT AR ANMAIN AIDACAIN|n/a
FUERT|2|1|2|1|OROIT AR ANMAIN OIDACAIN|Pray for the soul of Oidacan(PN)
GALPR|1|1|1|1|DIAMRAN|n/a
GALPR|2|1|1|1|[DIAM]RAN|n/a
GALPR|3|1|1|1|OROIT DO BRALIN|n/a
GALPR|3|1|2|1|OROIT DO BRAUN|n/a
GALPR|4|1|1|1|BERRAN|n/a
GALPR|5|1|1|1|ANLOC GAESITA|n/a
GALPR|6|1|1|1|ADRAIM|I adore.
GALPR|7|1|1|1|LEC COEMGUSA|n/a
GALPR|8|1|1|1|LEC CU[R]NEN|n/a
GALPR|9|1|1|1|LEC GURGEN|n/a
GALPR|10|1|1|1|--]CT[--|n/a
GALPR|11|1|1|1|LENC M[AC] NOTI|n/a
GALPR|12|1|1|1|O[ROIT DO--|n/a
GALPR|13|1|1|1|OROIT  D[O][--]LAN[--|n/a
GALPR|14|1|1|1|--]A [M]AC CATHAIL|n/a
GALPR|15|1|1|1|OROIT DO DRAGUN U RIACHATHA|n/a
GAMIL|1|1|1|1|GOSOCTAS MUCOI MACORBO|n/a
GAMIL|2|1|1|1|MELAGIA|n/a
GARES|1|1|1|1|C[A]SSITT[A]S MAQI MUCOI CALLITI|n/a
GARES|1|1|2|1|[CA]SSI[O]TTAS M[AQ]I M[UCO]I CALLITI|n/a
GEARS|1|1|1|1|BRANADDOV MA MAQI QOLI MUCOI DOVI[--|n/a
GEARS|1|1|2|1|BRANADDOVMA MAQI QOLI MUCOI DOVI[V^S^N][--|n/a
GIGHA|1|1|1|1|VI[Q!]ULAMAQ[U!][C!]O[M!]GI[N!][I]|n/a
GIGHA|2|1|1|1|n/a|n/a
GLEBE|1|1|1|1|LI[T]UBIRI MAQI [Q]E[C]IA|n/a
GLEBE|2|1|1|1|LACAVAGNI[--|n/a
GLEBE|3|1|1|1|VAITEVIA|n/a
GLEND|1|1|1|1|OR DO CORPRE MAC CATHAIL A~ W~ IHS XPS|n/a
GLEND|1|1|2|1|OROIT DO CORPRE MAC CATHAIL NNT~ [..] C~I~D|Pray for Corpre(PN), son of Cathal(PN).
GLEND|2|1|1|1|OROIT [D]O BRESAL A~W~: I~H~S~: X~P~S~|n/a
GLEND|3|1|1|1|--]AIGEN|n/a
GLEND|4|1|1|1|OROIT DO [--]GEIL|n/a
GLEND|5|1|1|1|OROIT DO MACC CAIS[--|n/a
GLEND|5|1|2|1|OROIT DO MAC COIS|Pray for Mac Cois(PN).
GLEND|5|2|1|1|OROIT DO DIARMAITT|n/a
GLEND|5|2|2|1|OROIT DO DIARMAIT|Pray for Diarmait(PN).
GLEND|6|1|1|1|--]ANIMABUS OMNIUM FIDELIUM|n/a
GLEND|7|1|1|1|OROIT AR DIARMAIT|n/a
GLEND|8|1|1|1|"OROIT DO [--]DO[MN]OGG

"|n/a
GLEND|9|1|1|1|OROIT AR DOMNALL|n/a
GLEND|10|1|1|1|--]B[--|n/a
GLEND|11|1|1|1|[--]|n/a
GLEND|12|1|1|1|{AW} *: OR DO MUIRCHER TACH U CHATHALAIN OCUS DO GUTNODAR, {AW} :I: DO THIGERNA U FOG ARTAIG|n/a
GLEND|13|1|1|1|MUREDACH|n/a
GLEWI|1|1|1|1|COLOMAGN[I] [A]V[I] DUC[U]R[I]|n/a
GLEWI|1|1|2|1|COLOMAGN[I .]V[.] D[--]|n/a
GLEWI|1|2|1|1|B[RU]SC[O] M[A]QI DOVALESCI|n/a
GLEWI|1|2|2|1|BR[U]SC[O MAQI] DOVALESC[I]|n/a
GLEWI|2|1|1|1|LODIMONI|n/a
GLEWI|2|1|2|1|L[O]DI[MA]NI|n/a
GLEWI|2|1|3|1|LADIMANI|n/a
GLHAN|1|1|1|1|LMCBDV|n/a
GLHAN|1|1|2|1|LBMCBDV|n/a
GLINS|1|1|1|1|[--]|n/a
GLLOG|1|1|1|1|CUNAGUSSOS MA[QI--Q--|n/a
GLLOG|1|1|2|1|CUNAGUSSOS MA[-|n/a
GLLRS|1|1|1|1|COLUM MAC DINET|n/a
GLNMO|1|1|1|1|GANICCA|n/a
GLNMO|1|1|2|1|GANICCA|n/a
GLNMO|1|1|3|1|GANIC[CA]|n/a
GLOON|1|1|1|1|DUBLITIR|Dublitir(PN)
GLOON|2|1|1|1|MAELCHIARAIN|n/a
GLSHS|1|1|1|1|[--]|n/a
GOLPI|1|1|1|1|"ALLHALLORREDD MAQQ NIA VAR ||| RC[-]RR"|
GOLPI|1|1|1|2|AIL ALORED MAC NIA FERCAR|'the monument of Alored [PN]son of the nephew of Fercar' [PN].
GORGH|1|1|1|1|MAQQI-DECEDDA MAQQI CATUV[IQQA]|n/a
GORGH|1|1|2|1|MAQQI-DECEDDA MAQQI CATUV[--|n/a
GOUR|1|1|1|1|CARI|(PN)
GOUR|1|1|2|1|[--]|n/a
